"","Node_1","Node_2","Node_3","Node_4","Node_5","Node_6","Node_7","Node_8","Node_9","Node_10","Node_11","Node_12","Node_13","Node_14","Node_15","Node_16","Node_17","Node_18","Node_19","Node_20","Node_21","Node_22","Node_23","Node_24","Node_25","Node_26","Node_27","Node_28","Node_29","Node_30","Node_31","Node_32","Node_33","Node_34","Node_35","Node_36","Node_37","Node_38","Node_39","Node_40","Node_41","Node_42","Node_43","Node_44","Node_45","Node_46","Node_47","Node_48","Node_49","Node_50","Node_51","Node_52","Node_53","Node_54","Node_55","Node_56","Node_57","Node_58","Node_59","Node_60","Node_61","Node_62","Node_63","Node_64","Node_65","Node_66","Node_67","Node_68","Node_69","Node_70","Node_71","Node_72","Node_73","Node_74","Node_75","Node_76","Node_77","Node_78","Node_79","Node_80","Node_81","Node_82","Node_83","Node_84","Node_85","Node_86","Node_87","Node_88","Node_89","Node_90","Node_91","Node_92","Node_93","Node_94","Node_95","Node_96","Node_97","Node_98","Node_99","Node_100","Node_101","Node_102","Node_103","Node_104","Node_105","Node_106","Node_107","Node_108","Node_109","Node_110","Node_111","Node_112","Node_113","Node_114","Node_115","Node_116","Node_117","Node_118","Node_119","Node_120","Node_121","Node_122","Node_123","Node_124","Node_125","Node_126","Node_127","Node_128","Node_129","Node_130","Node_131","Node_132","Node_133","Node_134","Node_135","Node_136","Node_137","Node_138","Node_139","Node_140","Node_141","Node_142","Node_143","Node_144","Node_145","Node_146","Node_147","Node_148","Node_149","Node_150"
"Node_1",1,0.504634042392616,0.725711815071149,0.613787460454933,0.337490616599274,0.659751390336076,0.399632615584556,0.430017246111228,0.505459894146596,0.163608534354965,0.626985174810915,0.167499133568238,0.538435513213104,0.365799238973512,0.713373705722461,0.671895908409254,0.616721125167958,0.688026693125313,0.377031975415306,0.655086218692058,-0.0398327126919684,0.0672928496538715,-0.123243484506139,0.116666093432502,-0.207663182566376,0.105060516810909,-0.0379285950060763,0.308309644926677,0.300668783038517,0.107262097952537,0.140378198256934,0.00427394113034557,-0.136269257896786,0.292234149931316,0.141560824910192,0.0991663440193729,-0.240537467330301,-0.337029143999251,0.0839122049590435,0.26805370771271,0.175124541634701,-0.267968037325124,0.112664664542719,0.261730046550549,-0.145132258330865,-0.0535984291912507,-0.207084498090019,-0.107575238034347,0.247834981471298,-0.121598109470773,0.0159711521441167,-0.166071873761324,-0.242625756873303,-0.170100743663033,-0.156759460157017,-0.213941025081146,-0.159675183107627,-0.0277286698159688,0.13402086989214,-0.0791542559125112,-0.0506768881772528,0.13988534488191,0.20721349897673,0.164085355411152,0.123084909154045,-0.0640640310842409,0.0982758906571768,-0.0247124126857545,-0.236259265810013,-0.0183058751780307,-0.317730892567185,-0.161320303763129,-0.0921909891950389,-0.0965997830805196,-0.0377780704388794,0.20173139865441,0.0935488644812603,0.183638415757638,0.042216555593323,0.132404044615935,0.0105709571163374,-0.255569764224308,0.0298976460218386,0.176747274709084,0.0373149600969413,0.111149307783397,0.18410912613401,0.00322308081423358,0.253347512083512,-0.0472742421511976,0.244463401609757,0.142532773144706,-0.0574798876845906,0.101916330957182,-0.0333426876816783,-0.0699315952664948,0.0945669634428602,0.116903961367098,0.176494760064479,0.0117995073867372,0.0864804623728538,0.0297519178589265,0.257425216633639,0.138101128469745,0.0595134406679604,0.102562126916864,0.246052023414019,-0.0610128449533931,0.137416298145142,0.292121909801058,-0.188776744276794,-0.0538758882929841,0.28943163269011,0.136881669931061,0.0621023062661504,-0.0522982028314035,-0.186416339348753,0.216098380790233,-0.0862513168008178,-0.0651199101586735,0.304834186566487,-0.195952126512033,0.152878476297116,-0.136971471636452,-0.126382215977961,0.146065387320584,-0.101819080168758,-0.142576055548547,0.0254908862971444,0.0477215947496404,-0.087489972721163,0.0779173279315177,-0.203710552612993,-0.148320142942392,-0.163170630139727,-0.0536097762875118,0.0974120743546137,0.102360018674592,-0.177933492591009,-0.0876221989981688,-0.109797433923159,-0.112509574283692,-0.445166267978165,-0.0606486435997901,-0.203335083383047,0.12196655867434,-0.0938988102875161,-0.0437861975409851,0.173739466242614,-0.180825974335797
"Node_2",0.504634042392616,1,0.597303152934287,0.659038825985956,0.204309090664181,0.691791555671383,0.552872153638363,0.431973478349022,0.220715438046932,0.416032176040639,0.530904656642268,0.0187365206571155,0.507557101197999,0.275257001847835,0.610549137066273,0.685840184091193,0.546769916554851,0.669423069163644,0.284115331077592,0.668081503100099,0.0784408229909382,-0.0525069906510715,-0.0968781327051731,0.115054752272355,-0.215049047753846,-0.0972421813912458,-0.14470279419969,0.107020768263866,-0.0594121069206829,-0.0817656841279111,-0.084542615903947,0.0404728892264641,0.000890365920945656,0.175170940027856,-0.0214638258361591,-0.0366931312232721,-0.261228005489442,-0.0960790131443645,0.084455430495605,-0.102971700284095,0.0818411545413759,-0.132221350513112,0.0274630980471151,0.149938427536768,-0.00136522955840281,0.029292132986119,-0.147485628605627,0.0443292390175009,0.244370660307078,0.202046240758317,0.0598860331677958,-0.070844404199851,-0.119415220038481,0.143647162197535,-0.0255553789456565,-0.0697223933814457,0.166572429364375,-0.0719051142616533,0.411100361487491,0.052671192377128,0.231726761168812,0.23858804140751,0.186788985723077,0.231108211812032,0.102130088462476,0.174958124007626,0.116461765221377,0.229081504483573,-0.230396187856328,0.200465809271521,-0.231892722584933,0.287722739411457,-0.0345018608364657,0.0624667023866107,0.048360985291806,0.0148644141823942,0.0271492728085229,0.0961103109685517,-0.193025885348723,-0.0263309750375007,-0.00776258070597791,-0.221333350025434,-0.0986832948184469,-0.0524844192947601,0.0686895596473033,0.0925093547877571,0.078682421705793,-0.0425837316931054,-0.107625878821526,-0.0904621246285767,0.0346074063646998,-0.0661582173631279,0.0251382204489659,-0.0402859367937331,0.0177378392698319,-0.23213100715703,0.12025149435055,0.0652446014718844,0.0212041868682554,-0.354214747936566,-0.120580962971453,-0.207351509170529,-0.0566573179265657,0.0388802271060434,0.0383279511768858,-0.0904871325871601,-0.124661824536429,0.00340954138985855,-0.158926917115748,0.202872629881067,-0.159329053836635,0.154852708437241,0.274783911504882,0.158226163933983,-0.0358435661955873,-0.0509909605477647,-0.158639458532999,0.113987864979428,-0.0983955451873568,-0.0359573507732589,0.21642801574142,-0.273732571755147,0.00609987365422132,-0.314017240350027,0.0505010992184923,0.214020560174719,-0.0218935340164452,-0.100270224922653,0.342714083590345,-0.0548423992903224,-0.21402586381367,0.152124024889115,-0.258482498423697,-0.246176594249243,-0.00267258738858389,-0.0226566130533284,-0.000152486185622107,-0.0545922296499068,-0.0329470938759992,-0.014164594968327,0.0868595250621825,0.194138920217846,-0.314058550346811,-0.139762010119196,-0.205807359737642,0.144751226279556,0.0827832775365644,0.0331221537598117,-0.082452636984384,-0.305009929007757
"Node_3",0.725711815071149,0.597303152934287,1,0.874674978548617,0.497310648737367,0.858164219602711,0.746154450911404,0.628280508714129,0.415416983311538,0.503092664244218,0.846020353611334,0.207352196709468,0.547204771363591,0.519891938126273,0.920205683474871,0.865000769711362,0.905714824729046,0.925546390292856,0.436745527965142,0.927600187877294,0.163727492926924,0.0452844632481827,-0.0798461252376422,0.108867882419449,-0.258111659115419,0.0155891407849198,-0.0966161614349072,0.39592763599262,-0.0220631589105636,0.213318243629697,0.0848224055515117,-0.0530834648161737,-0.0629097438877865,0.344222486690031,0.209634896059891,0.0894115697725913,-0.229213717988118,-0.260084828805291,-0.0164432637572887,0.199604125713907,0.411235764603514,-0.371086822353565,0.146938395223249,0.227305281459142,-0.072646708970024,0.0627227807046448,-0.226969291184552,0.0995408501428475,0.113944250231066,0.130920148428741,0.191716308579399,-0.209753384668375,-0.236961053695153,0.0385645209045238,-0.110384928874919,-0.21158285488297,0.060258113125636,0.0881987350018721,0.308122430270854,0.0725146086284437,0.0978285833763217,0.149725407055079,0.228967134141367,0.305355606049686,0.0687694168914205,0.0315873126574385,0.193317718619518,-0.0878988646193709,-0.0318274717595107,0.148549441446507,-0.213143694216802,0.222988573080401,0.0931198941673714,-0.0356777048388199,-0.0996905730678995,0.2457146721566,0.201292074716107,0.39749676889883,-0.141960286208656,0.295389437453105,0.143735468217112,-0.270523549272353,0.0823914177660345,0.18906020444895,0.0273189735314227,0.0166944299443464,0.112520530766632,0.0150490655080258,0.0880667594628338,0.149000858067822,0.23138579003628,-0.0686347052485905,0.0205194047312542,-0.0644662765914497,0.148738050740089,-0.167515822526084,0.161808550322166,0.111863469005956,0.0649738153444227,0.0912614352181323,0.106006997476736,-0.120103258263603,0.134097575514123,0.108014492626047,0.0490739981927781,0.213355451173282,-0.083291138525716,-0.0965404630256497,0.070171700711142,0.339003286531916,-0.190602837067861,0.0633954630489269,0.139901091530735,0.198505312796186,-0.074203232392611,-0.186818629610107,-0.425098920744092,0.228347210793151,-0.124480964341257,0.0544949524986814,0.548657826613883,-0.0453899416741623,-0.0807428724303515,-0.171722260540068,0.120166261920354,0.157932738038714,-0.197176243028707,-0.104852806339659,0.225012363848276,0.0445336278162906,0.0207974835011141,0.219119738186789,-0.359340496847682,-0.158009176122817,-0.212420885687549,-0.0147035148557268,-0.270789032957099,0.146203238523256,-0.168607288404458,-0.122738982896071,-0.242818161123373,0.0314546646763047,-0.253465367077147,-0.148666251749463,-0.282580252132259,0.172350537199831,-0.00723406431674221,0.0292026802384967,0.128179827593814,-0.295560385673651
"Node_4",0.613787460454933,0.659038825985956,0.874674978548617,1,0.538539315332764,0.858677631179275,0.764529401661958,0.577003145486053,0.384036130202249,0.548403205254256,0.81894752723845,0.242581553603192,0.603284812130396,0.479702178756285,0.895081155785647,0.873813006911903,0.880455249744315,0.832269659014277,0.534763142139359,0.913469131537415,0.147671877932535,0.0645782519544125,-0.104732518304639,0.167112222589979,-0.337638239348747,0.0153581793790214,-0.0623304225319695,0.285151080083452,-0.144089913899108,0.105495755516303,0.133518636965275,-0.144630134038055,-0.176400264378963,0.340338978196394,0.197785006483244,-0.0171152119087535,-0.240571154696103,-0.25422378878481,0.0795501549434247,0.0942842018367171,0.362589014646915,-0.316944869948773,0.185423051103735,0.202266253974879,0.00049489823233753,0.109103101034451,-0.124374466931907,0.148080912000465,0.0591735824636236,0.261067191416629,0.233920034052788,-0.108910411916031,-0.0345792344990943,0.0703230737360204,0.00527239965525872,-0.10465432521042,0.213899537013679,0.190922032511147,0.38607555648971,0.136395626708913,0.14161627955319,0.191354285353191,0.291148845929691,0.424098157212137,0.152845874438502,0.219604530730042,0.249858928788076,0.048544330906061,0.00488179146302817,0.296815460064797,-0.115134892084605,0.30535737773679,0.135478769044424,0.107168815170931,0.0298422801447407,0.0632492125487508,0.0198900095032398,0.19553507086927,-0.0710299694910876,0.067117108307486,0.0259922894892282,-0.29657286564759,-0.0921705548671556,0.0571374459824349,-0.0512835218040809,-0.0127447717440299,0.0717366455020751,-0.0516266791752846,0.00231397209021736,0.0274342900335875,0.0979571263721536,-0.205358862602444,-0.126363840088007,-0.147280465716218,0.0818910644390996,-0.250467119955519,0.041985530505406,0.163734300258802,-0.0215634411773066,0.0463188156489793,-0.0242843052686667,-0.232517433578866,-0.0603886071118992,-0.0617492156127606,0.0131470190952175,-0.0248821440899072,-0.248848124648643,-0.194070243038782,-0.0577729630147899,0.165284671875063,-0.24439009074564,0.107814448262276,0.144753307544928,0.183625652149073,-0.058332757283621,-0.156709835147732,-0.380104580996574,0.245496522096841,-0.0477802275505317,0.108019486457117,0.37583922243008,-0.00449294800427471,-0.174520355059911,-0.148275619357,0.122239380031016,0.0692058396427414,-0.357014410571117,0.0906874075819537,0.191064749909738,0.197135159344705,0.0285016943903036,0.183927858559959,-0.276749865532601,-0.0467969121224723,-0.122534803175786,0.0381570174041637,-0.300566771993929,0.21168394690701,-0.169351604953177,-0.158760874108737,-0.16485774946748,0.0458093779713717,-0.191859947306515,-0.203820916179848,-0.336926719103075,0.11151844893694,-0.0694783789163862,0.0493111270288801,0.124283037929074,-0.255697783761413
"Node_5",0.337490616599274,0.204309090664181,0.497310648737367,0.538539315332764,1,0.413067700573216,0.441457680475288,0.449381748402623,0.146516279614636,0.211170838598168,0.465129638252385,0.340437770922949,0.284574401391171,0.329754616683974,0.558474154201825,0.619446348376652,0.536232937645016,0.505301177281515,0.616006461559255,0.569480075359445,0.304734675597366,0.236621746463725,-0.426623447048398,0.308919077655843,-0.43295501291257,0.287990788849612,0.258806366635267,0.418025525888082,-0.113091535788625,0.420757518723118,0.359546151084487,-0.368389540219067,-0.497815794454724,0.457407834655195,0.265262936604258,0.0729161253988727,-0.28084252154571,-0.556166459199577,0.380202604613631,0.152545171455357,0.320081601707507,-0.436814810599995,0.387024215559313,0.31103935229404,-0.385589201346587,0.139351360420162,0.0289799418116331,-0.108652687319533,0.0746395081836054,-0.0227822924154374,0.360109106274468,-0.131008403430006,-0.103358001208336,0.00792645155502488,0.0926463277413493,-0.0342313401183954,0.100490945919226,0.256604113137763,0.178247563258864,0.210390793809491,0.119752758325038,0.0786105039519848,0.237072015823913,0.451726226405048,0.101919160880759,0.100829080427121,0.197938740012905,-0.260164602858348,0.0244533222281536,0.120205883141077,0.107635658789326,0.256331668094758,0.300081399472042,0.143417298523057,0.100628260897462,0.176979129416953,0.226460866083323,0.127248905637165,0.134716066198545,0.175342933112779,0.187389907984624,-0.0769389194741184,0.236820363704855,0.21547845489689,0.136524959592703,0.124334780494802,0.154997159751849,0.231584216603943,-0.00302497428143725,0.30242415452214,0.0788318536619095,-0.0234814401867426,-0.217630727890851,0.0664387048671028,0.0670256723861134,-0.0141976552772444,0.123270614471455,0.0679660240287513,0.088543741481824,0.199290243157942,0.274129373626455,0.0929570348805386,0.214830349574177,0.0548831015766415,0.21365722202376,0.116128176103145,0.0144932579690245,-0.107392952616718,0.048456545994326,0.0542407540772993,-0.0876543179333586,-0.095851314229144,-0.0708973632822432,-0.0702612733895456,0.315005037558011,-0.0809348981720328,-0.106737972063015,-0.115365766063798,0.17297012474021,0.0110335658930463,0.0426651919735326,-0.197622263437517,-0.326216171727315,0.0229730038459742,-0.104941057452259,0.330845726742216,-0.468582447743092,0.163805263619957,0.0657284930689749,0.000228725676591503,-0.101680857252424,-0.0225720017715748,-0.0090856480272351,0.0349445069253439,-0.289706971355148,0.0884804089711871,0.125787800710404,-0.0605459368672041,0.111745429275406,-0.0919841775699344,-0.130479903460361,-0.107188866473493,0.0422443150576461,-0.186741484139785,-0.412892691643808,0.0710743103834179,-0.00890047540658559,0.0942814311847156,0.0290183725121841,-0.146038682521695
"Node_6",0.659751390336076,0.691791555671383,0.858164219602711,0.858677631179275,0.413067700573216,1,0.724206553777228,0.581400638614105,0.280298570636103,0.554958492903283,0.701354525148423,-0.00837144667971259,0.626204108720564,0.469790372936695,0.861123622280521,0.825125552729246,0.853944767107173,0.843543910863518,0.497706010423175,0.884622523274089,0.253266959133027,0.0270326767446776,-0.102062362967984,0.144031732744936,-0.212796379745488,0.0221207692907996,-0.102845007494304,0.342874628127434,-0.113496384245126,0.0925659832319327,0.0637887211731367,-0.138050981665587,-0.136945551863935,0.277405507981246,0.164616891489569,-0.0297390985546165,-0.288764176795376,-0.236863665056765,-0.00488205578937803,0.0621477565817798,0.4139976277383,-0.296464587786518,0.157295828428877,0.236134863339942,-0.0415118539466477,0.115729675723423,-0.127155272428809,0.117167578772076,0.0917387052626374,0.173041567104342,0.135888472024433,-0.0893306089876079,-0.145787845563593,0.116923246219456,0.00533823879050688,-0.153586967205408,0.143458933758314,0.129859841873308,0.315891337568191,0.131110101448376,0.316148636475665,0.199041302283092,0.164164734114506,0.300952797069787,0.172024687173206,0.204881061453185,0.320703353714318,0.220881105949336,-0.0284864549953751,0.317729160918504,-0.0560803927142799,0.236351610909464,0.128533299666861,0.0282588976985983,0.071791886850272,0.0711731567590664,0.0545416129038851,0.181706987044957,-0.245579345730451,0.0171921104135709,-0.00178914295161422,-0.214845705183932,-0.132118393927803,0.0977975768328429,-0.0718700830823608,-0.101326585048929,0.0585539706715508,-0.132033964664608,0.124401157397362,0.0178145821207261,0.111801414832054,-0.161050812955625,-0.0135805290110818,-0.123891069351315,0.0395476693112402,-0.121217456133645,0.0845841591653897,0.10074623647021,-0.112543997515889,0.0109010364202321,-0.0432577284237509,-0.17782247570034,0.0181776832472365,0.0658928912257926,-0.0195358331649943,0.0307956219928121,-0.120965788977287,-0.15822109390179,0.0267809035000444,0.301590251425793,-0.122750289427162,0.0335132734655727,0.244544640146931,0.103655035449409,-0.0263325039078898,-0.156367784268355,-0.281493874771944,0.201329793603062,-0.100006294070724,0.0630418121839783,0.318826149389849,-0.0164551409534184,-0.201448137463615,-0.0517170100071189,0.141896027939062,0.0967001600123089,-0.24169832400931,-0.0669747062348289,0.203081341850443,0.0436837579993051,-0.0108027503167529,0.353323444950045,-0.219722347065804,0.0244377415071548,0.0184128760167276,0.0357164468277374,-0.244717306439171,0.0673110718641904,-0.0376078335684425,-0.0334479750175376,-0.0590103969063077,0.0388023803618983,-0.245234904982035,-0.184527301178635,-0.157880939445052,0.18884207909933,0.11169742195914,-0.0225168771538234,-0.04031281924274,-0.203769038368409
"Node_7",0.399632615584556,0.552872153638363,0.746154450911404,0.764529401661958,0.441457680475288,0.724206553777228,1,0.347149328340626,0.232812219129541,0.441079878657299,0.704956766172666,0.184624000068343,0.363079818442068,0.440129053976084,0.70443228416769,0.733083423677994,0.838926290348659,0.748463073718269,0.529754496176974,0.800906358265209,0.196792030707358,0.119603801856011,-0.0739724230675791,0.172505707315835,-0.295278376560334,0.00702366112855497,0.0107554809245438,0.263748200300103,-0.208404254550584,0.0881563295199577,-0.0461955968746982,-0.0960603457841623,-0.00378806180380537,0.373791391776219,0.26318424814065,0.0969973227043043,-0.282134177125815,-0.282799401742316,-0.048505041532745,0.18707766612128,0.408830228925234,-0.352277303615056,0.137485748279075,0.182240390328799,-0.0598760292097285,0.216858099437984,-0.22455058077226,0.32575967974388,-0.0818204315134952,0.235132166048248,0.084823948009366,-0.0632058427068573,-0.172899551133701,0.146940550524586,0.0670104939568918,-0.0929860867900573,0.138305209928039,0.251232903125316,0.332707559241973,0.390509320696242,0.11467717157705,0.173370808632733,0.213774914727708,0.486355578023197,0.180658520156177,0.319617325390861,0.271441888846113,-0.008214955191477,0.00915770886134482,0.279963596976679,-0.021859096354397,0.426452036373807,0.0662440521927119,0.0888209140529372,-0.147408173403684,0.0525564261777665,0.0158537991769989,0.202662065955308,-0.250192439712221,0.0566522080563178,0.0343848894593461,-0.131843406373627,-0.0653391649613176,-0.16880236223037,-0.109714611247173,-0.169473906903745,-0.0488285178216606,-0.0246449510328506,0.0223274548336616,-4.59949758761443e-05,-0.0822575799967969,-0.239231641860645,-0.111130358780397,-0.230609780650428,0.07622179181295,-0.405537092801109,0.0745375882036935,0.0418668999860514,-0.109322639714091,-0.0582904370004993,0.0856954498456596,-0.226642879136756,-0.198533228403739,-0.116949236782206,-0.168459172000072,-0.0523716642998968,-0.33944361857972,-0.253521441578542,-0.0117589939003752,0.058530161269896,-0.256718008197004,0.128115123910964,0.204601590189809,0.0866919659428142,-0.0930718948101136,0.0298137527432318,-0.216683036991171,0.117574335903324,-0.201924766360034,0.107769123909272,0.392996669799343,0.0956401581879943,-0.173514943200173,-0.0902375615720068,0.195775657083856,0.0375898381531303,-0.203052708604735,-0.150378679860943,0.2005580472428,0.0447378922187761,0.113335792821818,0.352092833626088,-0.0875122919974342,-0.0716980470117662,-0.0306731835454536,0.141855542484946,-0.282625232953124,0.0393182940251994,-0.0559164642888491,-0.0393111080924588,-0.171153359506774,0.153093106049928,-0.0326766806614753,-0.212866465079069,-0.31408277346075,0.0247520251065884,-0.0541698610713351,0.130361815662356,0.0363501721790254,-0.213081533716586
"Node_8",0.430017246111228,0.431973478349022,0.628280508714129,0.577003145486053,0.449381748402623,0.581400638614105,0.347149328340626,1,0.038702888555994,0.351530118920091,0.465270589567688,-0.129534964181939,0.456060573764656,0.219057730880246,0.55134763240068,0.559822357827896,0.473618666399521,0.499247232472241,0.148872505174099,0.601610446217892,0.0655387400425168,-0.247058551635809,0.0993129918614662,-0.131709788033123,0.0489328731057432,-0.225405520091009,-0.295726730266696,0.0786635764909794,-0.172758560344467,-0.0344679889198894,0.0257637923376182,-0.0268080574785058,0.123691945195069,0.109758872301028,-0.0565431602501558,-0.271731063012876,-0.00511291050992256,-0.0292330338810963,-0.190350703957185,-0.0964253110593924,0.277695925178453,0.0463723427460409,-0.218267769673864,0.0064451207926012,0.1649893052112,-0.0536105367488559,0.159444124576624,-0.257201538851034,0.227004403377616,0.0414627273551559,0.250664545181099,-0.389948142542855,-0.0139334057299226,0.145413508292676,0.0655253453268629,-0.229037885121387,0.00743465467970316,-0.115033930388646,0.227832295255082,0.0627502414279137,0.449641176858046,0.0763023749871057,0.10575499581851,0.209203869935428,0.016155788755005,-0.0274738064393988,0.0200384033594241,-0.115399868275019,-0.0715244517210815,-0.012842671688117,-0.00647010093243506,0.281590354393379,0.178178694354849,0.00575894203231911,0.0809542373927262,0.0831651090846423,0.172281957445373,0.334247792402894,-0.101173825444552,0.319434861058573,0.263589267890901,-0.115658161170034,0.0628487637758776,0.282947214173189,0.244551858163413,0.228979777250987,0.243959039858389,0.126860632738398,-0.125074342754271,0.0486921951852996,0.229432190358167,-0.11841998449632,-0.167058343812405,0.148793978506623,0.155565475921076,-0.0523023444134099,0.0400847772864754,0.0988518947503931,0.0502030157443599,0.0729375901129566,0.0301702572390777,0.149212905635401,0.146193512377024,0.0112476331402944,0.1328564513058,0.38206478404747,0.0272099005859424,-0.053965720419241,0.0204582513749948,0.246789714443305,0.10510884128179,-0.0585934261525586,0.128198618622152,-0.101674346227554,0.171353580030913,-0.260013845814146,-0.314692490776609,0.0551199143582761,0.152955601710587,-0.114159689309189,0.30735770629577,-0.349677340254614,-0.331289335117071,0.0630021754879971,-0.0835643318120753,0.300066310373355,-0.225512842277562,0.254679735780417,0.184321579189158,-0.0657374779265501,-0.114968989486648,-0.0789132345240688,-0.263230003109653,0.088038374015007,-0.128282298268847,-0.216029354551731,-0.0303019204954801,0.12573306249811,0.0769880483753521,-0.0168449052487125,0.227568795523855,-0.264909280758374,-0.09701395833049,-0.0259524948292749,-0.0862225958858158,0.178009414848148,0.183477663172455,-0.0446458715304224,0.249108222698314,-0.244709434010785
"Node_9",0.505459894146596,0.220715438046932,0.415416983311538,0.384036130202249,0.146516279614636,0.280298570636103,0.232812219129541,0.038702888555994,1,0.163128664906449,0.352882637263184,0.0583370962432291,0.1762209585817,0.282470627537252,0.430866312008438,0.408741811477462,0.366215883086092,0.476529775767599,0.10626343607122,0.433208168528863,0.0625853185294083,-0.0373460160270635,0.023292957522436,-0.0736231357177356,-0.198752614344359,0.0457159579998994,-0.104850644187059,0.222570578391145,0.139785040312736,-0.0546273799995892,0.0764424459445567,0.0356668696804842,-0.19653945034271,0.0228618118380019,0.0215988387648885,0.126164101591194,-0.0920736999103872,-0.0658962030463569,-0.0557598518554372,-0.117857032858942,0.210954925296141,-0.0547570883993008,0.123545626464023,0.0269868979581758,-0.0733873255016761,-0.22345792022473,-0.234821515318574,0.154602440182948,-0.0111822697791504,-0.153908090656392,-0.0749666121610135,-0.0641966662745213,-0.104200875931845,-0.253451953038561,-0.346693512907888,-0.227467745468312,-0.202884775473007,-0.164269036901808,-0.115428818313169,-0.300883504452811,-0.399652816634127,0.0811894854689735,0.153315012553446,-0.195603553304491,-0.288605947539304,-0.180264695625285,-0.0252150460179942,-0.0832426021601173,-0.0696329018645583,-0.26372328906249,-0.180089656255094,-0.422550132675193,-0.394797694631908,-0.130770389552664,-0.0676308287713507,0.220906775499563,0.270548193713997,0.106671125565828,0.295970337326904,0.217991515301746,0.167137705235777,-0.127705369063994,0.14354707513945,-0.0242709081193471,-0.128806539609565,0.167881453136575,0.199682798890271,0.0382075263191948,0.181541707943474,0.0997536765200133,0.21410412028421,0.0319533788382112,-0.123011745307852,-0.0348846455536519,0.172694023815707,0.0130280429658208,0.0356772016143427,0.160275581611203,0.337176368308578,0.207590766824845,0.316545453392164,-0.0229882461669507,0.13692581174315,0.135455654265834,0.0956321183311135,0.057681039478334,0.0895558939592684,-0.0277811465215494,0.168333931039262,0.0935652292812117,-0.110166162828873,-0.0389322076720233,-0.0800756477662632,-0.00141579537081924,0.222986233167922,0.0614088329106226,-0.0980087949893017,0.109984942197668,-0.131769610802658,-0.0669759325212966,0.220753841050052,0.0206696445754012,-0.164258677739892,-0.0592341964887705,-0.110256106155371,0.233849332775929,-0.0232647023524996,-0.269264698469777,-0.0984598130036355,0.154615384046822,-0.0857043692050064,-0.0766805528216381,-0.167553203158999,0.0397213724366368,0.0163776546840439,0.203918232421461,-0.174266436303822,0.00514993344537432,-0.195854295197118,-0.110353241224013,-0.226234219971749,0.118478383111179,0.00614780813084744,-0.00381019325839024,-0.217835142628797,0.134286995611259,-0.196363155480038,0.0144931814942881,0.198160969768931,0.130015284271987
"Node_10",0.163608534354965,0.416032176040639,0.503092664244218,0.548403205254256,0.211170838598168,0.554958492903283,0.441079878657299,0.351530118920091,0.163128664906449,1,0.541164047252641,0.0149444408812547,0.430533642970731,0.292328094624677,0.3863044258333,0.504397317848298,0.434439465386761,0.42195230342481,0.205027050785393,0.502806250126626,0.0453462045913567,-0.0347625932558376,0.0529485008797903,-0.0267197580183078,-0.208248749750348,0.0431435693004993,0.00969370798028148,0.192141977477684,-0.169262964916411,-0.101280102488957,-0.235290092293075,-0.142244531429928,-0.112693445694384,0.152146141706559,0.232450906318397,-0.127865363145213,-0.204479577826464,0.0790844900614532,-0.240151232691559,-0.0680767995764616,0.397894388866389,-0.357447810214476,0.133708595546188,0.0493279633755444,-0.00276051777281338,0.0850028408809398,-0.129002031317002,0.317794166043169,0.289948594044101,0.169813727396675,0.128806773250385,-0.0326331742098079,-0.00711735110456204,0.256451042859369,0.132173755844747,-0.0594074325099374,0.164123454199766,0.0398884637668677,0.360993640841154,0.20312211484269,0.35191489425128,0.0883220311762114,0.0618997145157436,0.121785882729345,0.0421810748438472,0.320255132961535,0.323866466808681,0.188370198237059,0.264996313744993,0.311321986962301,-0.119231153105317,0.307349952893957,0.15969134863644,0.0119325421747123,0.00249599668736728,-0.133229348897816,0.151897215411265,0.138785720068373,-0.153590464250482,0.0755558370054007,-0.00512665424257576,0.00817458161741671,-0.0509359236270891,-0.0505314924845515,-0.0867474785928821,-0.175599685935101,-0.0654900373853749,-0.109445031130141,-0.124473642987727,-0.0165943575394946,-0.0276986043705183,-0.173088007490426,0.00289847259905131,-0.395738535154751,0.156417733530986,-0.117071115931972,-0.267800896614511,0.173158545867164,-0.287810390676213,0.144261441161608,0.0449680662307,-0.0330373149816336,-0.0661606302771946,0.00320592189170268,0.106076292974035,-0.168250252436461,-0.217562614061551,-0.350024557999771,-0.0170154477819844,0.0288565785634676,0.133944020853508,0.0828848706440582,-0.0452633850059713,0.163473422271594,0.0574248686339405,-0.228881223542901,-0.256082918661515,0.0371758934996364,0.179308445681764,-0.254472690837416,-0.0374996957637007,-0.166541481557137,-0.316789029266887,-0.0358032265858754,0.223710760888783,0.354608267935076,-0.421843753980535,-0.0318154626380369,0.38696279166664,0.28362634217144,-0.222593102621149,0.0170881879369085,-0.0262737687979686,0.0360015395638678,-0.215827677323648,0.164794841433693,-0.429879193849253,-0.0939954316971276,0.171906228994581,-0.126927893012113,0.0818191218982277,0.180303466677637,-0.297769566510992,-0.5417491621789,-0.227077878086925,0.304592879791792,-0.057300036684627,-0.102398126985182,-0.0933661002515379,0.0212024979235633
